Projeto;;Ano;;Tipo;;Autor;;Ementa;;Situação
;;;;;;;;;;
242;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe sobre a concessão de Título Benemérito ao Ilustríssimo Senhor Eduardo Benjamin dos Santos.;;Transformado em Norma Jurídica
;;;;;;;;;;
241;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;"Altera o caput do art. 2° da Lei n° 12.871, de 12 de novembro de 2013, acrescentando o parágrafo único que ""Dispõe sobre a vedação à alteração de denominação de logradouros públicos "", e dá outras providências.";;Arquivada
;;;;;;;;;;
240;   ;2015;;Projeto de Lei;;Pardal;;Dispõe sobre denominação de Logradouro Público.;;Transformado em Norma Jurídica
;;;;;;;;;;
239;   ;2015;;Projeto de Lei;;José Laerte;;Dispõe sobre a forma de abastecimento dos veículos automotores nos postos de revenda de combustíveis e dá outras providências.;;Arquivada
;;;;;;;;;;
238;   ;2015;;Projeto de Lei;;André Mariano;;Altera a Lei n° 10.842, de 09 de dezembro de 2004.;;Arquivada
;;;;;;;;;;
237;   ;2015;;Projeto de Lei;;Betão;;"Dispõe sobre a obrigatoriedade de o Município de Juiz de Fora disponibilizar em seu site oficial a lista das empresas ""CAMPEÃS DE RECLAMAÇÃO"", junto ao Procon.";;Transformado em Norma Jurídica
;;;;;;;;;;
236;   ;2015;;Projeto de Lei;;Jucelio;;Institui a Semana Municipal de Enfrentamento às Violências Contra as Mulheres no Calendário Municipal de Juiz de Fora e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
235;   ;2015;;Projeto de Lei;;Vagner de Oliveira;;"Dispõe sobre a instituição no Calendário Oficial do Município de Juiz de Fora, o evento ""JF Fight"".";;Transformado em Norma Jurídica
;;;;;;;;;;
234;   ;2015;;Projeto de Lei;;Pardal;;Dispõe sobre concessão de Título de Cidadão Benemérito.;;Transformado em Norma Jurídica
;;;;;;;;;;
233;   ;2015;;Projeto de Lei;;Ana Rossignoli;;"""Institui a 'Semana Municipal da Cultura Mineira em Juiz de Fora' a ser comemorada na terceira semana do mês de abril e dá outras providências"".";;Transformado em Norma Jurídica
;;;;;;;;;;
232;   ;2015;;Projeto de Lei;;Wanderson Castelar;;"Inclui no Calendário Oficial do Município o ""Dia dos Bairros e Comunidades de Juiz de Fora"", e dá outras providências.";;Transformado em Norma Jurídica
;;;;;;;;;;
231;   ;2015;;Projeto de Lei;;Ana Rossignoli, Vagner de Oliveira;;Dispõe sobre a divulgação do novo símbolo que representa a pessoa idosa em placas utilizadas em espaços públicos do município de Juiz de Fora e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
230;   ;2015;;Projeto de Lei;;Cido Reis, Zé Márcio, Rodrigo Mattos;;Dispõe sobre a filiação da Câmara Municipal de Juiz de Fora à Associação Brasileira de Televisão e Rádio Legislativa — Astral e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
229;   ;2015;;Projeto de Lei;;José Emanuel;;Dispõe sobre concessão de Título Honorífico;;Transformado em Norma Jurídica
;;;;;;;;;;
228;   ;2015;;Projeto de Lei;;José Emanuel;;Dispõe sobre concessão de Título Honorífico;;Transformado em Norma Jurídica
;;;;;;;;;;
227;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Insere o parágrafo 7º ao art. 16 da Lei nº 11.987/2010.;;Arquivada
;;;;;;;;;;
226;   ;2015;;Projeto de Lei;;Vagner de Oliveira;;Dispõe sobre concessão de Título Honorífico;;Transformado em Norma Jurídica
;;;;;;;;;;
225;   ;2015;;Projeto de Lei;;Rodrigo Mattos;;Dispõe sobre concessão de Titulo de Entidade Benemérita à Quarta Companhia de Missões Especiais da Quarta Região de Policia Militar de Minas Gerais.;;Transformado em Norma Jurídica
;;;;;;;;;;
224;   ;2015;;Projeto de Lei;;Leo de Oliveira;;Dispõe sobre a ampliação da divulgação da Central de Atendimento a Mulher -- Ligue 180, em todos os prédios públicos e/ou que prestam serviços públicos.;;Transformado em Norma Jurídica
;;;;;;;;;;
223;   ;2015;;Projeto de Lei;;Wanderson Castelar;;Altera o caput do artigo 1° e o artigo 4° da Lei 9.367, de 20 de outubro de 1998.;;Arquivada
;;;;;;;;;;
222;   ;2015;;Projeto de Lei;;José Laerte;;Proíbe o funcionamento dos equipamentos de som automotivos e assemelhados em volumes exagerados nas vias, praças e demais logradouros públicos no âmbito do município de Juiz de Fora, e dá outras providências.;;Arquivada
;;;;;;;;;;
221;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Dispõe sobre a concessão de Titulo Cidadania Honorária ao Senhor Daniel Mauricio Rigoli Paiva.;;Transformado em Norma Jurídica
;;;;;;;;;;
220;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;Dispõe sobre reserva de vagas para pessoa com deficiência com comprometimento de mobilidade em todas as áreas de estacionamento aberto ao público, de uso público ou privado de uso coletivo em vias públicas no Município de Juiz de Fora e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
219;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Dispõe sobre denominação de Logradouro Publico a Rua Valdemar Henriques Pinto.;;Transformado em Norma Jurídica
;;;;;;;;;;
218;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;Dispõe sobre Denominação de Logradouro Público.;;Transformado em Norma Jurídica
;;;;;;;;;;
217;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Institui o Dia Municipal de Combate ao Câncer de Mama no Calendário Oficial do Município de Juiz de Fora e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
216;   ;2015;;Projeto de Lei;;Cido Reis;;Dispõe sobre denominação de Logradouro Público Municipal e dá outras providências, da Rua Ignacia Maria da Costa.;;Transformado em Norma Jurídica
;;;;;;;;;;
215;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;"Institui o ""Dia Municipal de Conscientização e Alerta sobre o Diagnóstico Precoce do Câncer Infantojuvenil"" e a ""Semana Dourada"" no âmbito do Município de Juiz de Fora, e dá outras providências.";;Transformado em Norma Jurídica
;;;;;;;;;;
214;   ;2015;;Projeto de Lei;;Chico Evangelista;;Dispõe sobre denominação de Logradouro Público a Rua Manoel Antônio Garcia.;;Transformado em Norma Jurídica
;;;;;;;;;;
213;   ;2015;;Projeto de Lei;;Betão;;"Dispõe sobre a instituição no Calendário Oficial do Município de Juiz de Fora, o evento ""Bloco Parangolé Valvulado"".";;Transformado em Norma Jurídica
;;;;;;;;;;
212;   ;2015;;Projeto de Lei;;Wanderson Castelar;;Dispõe sobre a apresentação cultural por artistas de rua nos logradouros públicos do Município de Juiz de Fora, e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
211;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;Ficam as empresas concessionárias do serviço público de transporte coletivo Urbano do Município de Juiz de Fora obrigadas a realizar desembarque de mulheres, idosos e deficientes físicos fora dos locais de parada preestabelecidos, em período noturno, e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
209;   ;2015;;Projeto de Lei;;Pardal;;Dispõe sobre concessão de Título Honorífico;;Transformado em Norma Jurídica
;;;;;;;;;;
208;   ;2015;;Projeto de Lei;;Pardal;;Dispõe sobre a extensão da merenda escolar aos finais de semana para os alunos da rede pública municipal de ensino do Município de Juiz de Fora e dá outras providências.;;Arquivada
;;;;;;;;;;
207;   ;2015;;Projeto de Lei;;Pardal;;Concede o Título de Entidade Benemérita para a Fazenda da Esperança.;;Arquivada
;;;;;;;;;;
206;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe sobre denominação de logradouro público a rua Fidelcino Filgueiras de Matos.;;Transformado em Norma Jurídica
;;;;;;;;;;
205;   ;2015;;Projeto de Lei;;Rodrigo Mattos;;Institui o Dia Municipal de Defesa do Rio Paraibuna e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
204;   ;2015;;Projeto de Lei;;Ana Rossignoli;;Dispõe sobre a concessão de Título Benemérito ao Padre Antônio Pereira Gaio.;;Transformado em Norma Jurídica
;;;;;;;;;;
203;   ;2015;;Projeto de Lei;;Ana Rossignoli;;Dispõe sobre a concessão de Título Honorífico à Sra. Daura Barbosa de Resende.;;Transformado em Norma Jurídica
;;;;;;;;;;
202;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Institui o Encontro Nacional de Orquídeas no Calendário Oficial do Município de Juiz de Fora e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
201;   ;2015;;Projeto de Lei;;José Laerte;;Proíbe o uso e a venda de bebidas alcoólicas nas lojas de conveniência dos postos de combustíveis de Juiz de Fora e dá outras providências;;Arquivada
;;;;;;;;;;
200;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;"Dispõe sobre vagas especiais, tipo ""área azul"", destinadas exclusivamente ao estacionamento de veículos de pessoa com deficiência física devidamente licenciada pelo órgão de transporte e trânsito do Município de Juiz de Fora e dá outras providências.";;Transformado em Norma Jurídica
;;;;;;;;;;
199;   ;2015;;Projeto de Lei;;José Emanuel;;Dispõe sobre concessão de Título Benemérito ao Reverendíssimo Padre Pierre Maurício de Almeida Cantarino.;;Arquivada
;;;;;;;;;;
198;   ;2015;;Projeto de Lei;;Leo de Oliveira;;Dispõe sobre concessão de Título de Cidadão Benemérito ao Reverendíssimo Senhor Padre Erelis Camilo Resende de Paiva.;;Transformado em Norma Jurídica
;;;;;;;;;;
197;   ;2015;;Projeto de Lei;;Chico Evangelista;;Declara de Utilidade Pública Municipal a Entidade que menciona.;;Transformado em Norma Jurídica
;;;;;;;;;;
196;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe sobre denominação Logradouro Público;;Transformado em Norma Jurídica
;;;;;;;;;;
195;   ;2015;;Projeto de Lei;;Ana Rossignoli;;Revoga o art. 2º da Lei n. 13.029, de 24 de setembro de 2014.;;Transformado em Norma Jurídica
;;;;;;;;;;
194;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe denominação de logradouro público, ponte situada na Avenida Rui Barbosa que passa denominar-se Ponte Engenheiro Daniel Alberto Rigolli Botta.;;Transformado em Norma Jurídica
;;;;;;;;;;
193;   ;2015;;Projeto de Lei;;Chico Evangelista;;Institui a Política de gratuidade no Sistema de Transporte Coletivo Urbano no Município de Juiz de Fora.;;Arquivada
;;;;;;;;;;
192;   ;2015;;Projeto de Lei;;Rodrigo Mattos;;Dispõe sobre concessão de Título de Cidadania Honorária ao Sr. Paulo Gawryszewski.;;Transformado em Norma Jurídica
;;;;;;;;;;
191;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Dispõe sobre denominação de Logradouro Publico a Rua Beatriz Fontes Cavalieri Massom.;;Transformado em Norma Jurídica
;;;;;;;;;;
190;   ;2015;;Projeto de Lei;;André Mariano;;Dispõe sobre concessão de Titulo de Cidadania Honorária ao Pastor Rubens Leandro Soares.;;Transformado em Norma Jurídica
;;;;;;;;;;
189;   ;2015;;Projeto de Lei;;Cido Reis;;Dispõe sobre denominação de logradouro público a Travessa Nicolau de Oliveira e da outras providencias.;;Transformado em Norma Jurídica
;;;;;;;;;;
188;   ;2015;;Projeto de Lei;;Betão;;Dispõe sobre a obrigatoriedade de o Município de Juiz de Fora divulgar, no dia 21 de cada mês, o contracheque do servidor;;Arquivada
;;;;;;;;;;
187;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Dispõe sobre concessão de Titulo Cidadania Benemérita ao Ilustríssimo Senhor Tenente Coronel PM Moisés Ricardo Pinto.;;Transformado em Norma Jurídica
;;;;;;;;;;
186;   ;2015;;Projeto de Lei;;Jucelio;;Dispõe que maternidades, casas de parto e estabelecimentos hospitalares congêneres, da rede pública e privada da cidade de Juiz de Fora deverão garantir o direito à presença de Doutas durante todo o período de trabalho de parto, parto e pós-parto imediato, sempre que solicitadas pela parturiente.;;Arquivada
;;;;;;;;;;
185;   ;2015;;Projeto de Lei;;André Mariano;;Dispõe sobre a divulgação do cardápio da alimentação escolar oferecida aos alunos da rede municipal de ensino.;;Transformado em Norma Jurídica
;;;;;;;;;;
184;   ;2015;;Projeto de Lei;;Chico Evangelista;;Dispõe sobre denominação de Logradouro Público.;;Transformado em Norma Jurídica
;;;;;;;;;;
183;   ;2015;;Projeto de Lei;;Cido Reis;;Dispõe sobre denominação de Logradouro Público a travessa João Pedro de Oliveira e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
182;   ;2015;;Projeto de Lei;;Vagner de Oliveira;;Dispõe sobre concessão de Titulo Honorifico ao Sr. Sérgio Luiz Costa.;;Transformado em Norma Jurídica
;;;;;;;;;;
181;   ;2015;;Projeto de Lei;;Cido Reis;;Obriga os estabelecimentos comerciais que especifica, a oferecer espaço para a instalação de pontos de taxi e a construir baias, quando necessário;;Em Tramitação
;;;;;;;;;;
180;   ;2015;;Projeto de Lei;;Betão;;Dispõe sobre a instalação de banheiros químicos adaptados às necessidades de portadores de necessidades especiais nos eventos realizados no Município de Juiz de Fora.;;Transformado em Norma Jurídica
;;;;;;;;;;
179;   ;2015;;Projeto de Lei;;Oliveira Tresse;;"Dispõe ""sobre a participação de farmácias drogarias, distribuidoras e laboratórios farmacêuticos no descarte na destinação final de medicamentos vencidos ou impróprios para o consumo e dá outras providências.""";;Transformado em Norma Jurídica
;;;;;;;;;;
178;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Obriga os fornecedores de bens e serviços, localizados na cidade de Juiz de Fora-MG a fixar data e turno para a entrega de produtos aos consumidores e realização de serviços.;;Arquivada
;;;;;;;;;;
177;   ;2015;;Projeto de Lei;;Betão;;Dispõe sobre a obrigatoriedade de afixação de cartazes em açougues e comércios do ramo, informando a procedência dos produtos que estão sendo comercializados e dá outras providencias.;;Transformado em Norma Jurídica
;;;;;;;;;;
176;   ;2015;;Projeto de Lei;;Leo de Oliveira;;Institui o passe livre no sistema de transporte coletivo por ônibus no Município de Juiz de Fora para os Presidentes e Vice-presidentes de Associações de Moradores de Bairro deste Município e dá outras providências.;;Arquivada
;;;;;;;;;;
174;   ;2015;;Projeto de Lei;;Rodrigo Mattos;;Dispõe sobre denominação de logradouro público.;;Transformado em Norma Jurídica
;;;;;;;;;;
173;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;Dispõe sobre a concessão de Titulo Honorífico.;;Transformado em Norma Jurídica
;;;;;;;;;;
172;   ;2015;;Projeto de Lei;;Vagner de Oliveira;;Dispõe sobre concessão de Titulo Honorífico;;Transformado em Norma Jurídica
;;;;;;;;;;
171;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;Obriga bares, restaurantes, lanchonetes, hospedarias e hotéis do Município de Juiz de Fora a servir gratuitamente ao consumidor água potável filtrada e dá outras providências.;;Arquivada
;;;;;;;;;;
170;   ;2015;;Projeto de Lei;;Nilton Militão;;Dispõe sobre denominação de logradouro público.;;Transformado em Norma Jurídica
;;;;;;;;;;
169;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe sobre sobre concessão de Título de Cidadania Honorária ao Excelentíssimo Sr. Dr. Paulo Tristão Machado Júnior"",";;Transformado em Norma Jurídica
;;;;;;;;;;
168;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe denominação de logradouro público"".";;Transformado em Norma Jurídica
;;;;;;;;;;
167;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe sobre a proibição do comércio de linhas cortantes, oriundas da combinação entre cola de madeira, óxido de alumínio, silício e quartzo moído, conhecida por 'linha chilena', no município de Juiz de Fora, e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
166;   ;2015;;Projeto de Lei;;Leo de Oliveira;;"Institui o ""Dia Municipal da Mulher Negra Cirene Candanda"" no âmbito do Município de Juiz de Fora.";;Transformado em Norma Jurídica
;;;;;;;;;;
165;   ;2015;;Projeto de Lei;;Chico Evangelista;;Dispõe sobre denominação de Logradouro Público.;;Transformado em Norma Jurídica
;;;;;;;;;;
164;   ;2015;;Projeto de Lei;;José Emanuel;;Declara de Utilidade Pública Municipal a entidade que menciona.;;Transformado em Norma Jurídica
;;;;;;;;;;
163;   ;2015;;Projeto de Lei;;Rodrigo Mattos;;Dispõe sobre concessão de Titulo de Cidadania Benemérita ao Sr. Ricardo Barcellos da Cunha.;;Transformado em Norma Jurídica
;;;;;;;;;;
162;   ;2015;;Projeto de Lei;;Ana Rossignoli;;"""Dispõe sobre a Política Municipal Antipichação no Município de Juiz de Fora e dá outras providências"".";;Transformado em Norma Jurídica
;;;;;;;;;;
161;   ;2015;;Projeto de Lei;;Ana Rossignoli;;"""Dispõe sobre a obrigatoriedade de instalação de bicicletário em todos os Prédios públicos municipais e privados no município de Juiz de Fora e dá outras providências"".";;Arquivada
;;;;;;;;;;
160;   ;2015;;Projeto de Lei;;Pardal;;Dispõe sobre a proibição do uso de carros particulares cadastrados em aplicativos para o transporte remunerado individual de pessoas no âmbito do Município de Juiz de Fora e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
159;   ;2015;;Projeto de Lei;;Ana Rossignoli;;"""Dispõe sobre ações públicas de saúde, visando a prevenção da HEPATITE ""A"" para homens e mulheres que trabalham na coleta de lixo"".";;Transformado em Norma Jurídica
;;;;;;;;;;
158;   ;2015;;Projeto de Lei;;Ana Rossignoli;;Dispõe sobre a obrigatoriedade dos depósitos de pneus, novos e usados, ferros velhos, depósitos de veículos aprendidos, e afins, utilizarem sistemas de cobertura para evitar acúmulo de água que se torna foco gerador do mosquito) Aedes Aegypti, transmissor da doença da dengue.;;Transformado em Norma Jurídica
;;;;;;;;;;
157;   ;2015;;Projeto de Lei;;Dr. Fiorilo;;Dispõe sobre a concessão de Titulo de Cidadão Honorifico.;;Transformado em Norma Jurídica
;;;;;;;;;;
156;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe sobre a gratuidade no acesso a banheiros sanitários para Idosos, Gestantes, Lactantes e Pessoas com Deficiência.;;Transformado em Norma Jurídica
;;;;;;;;;;
155;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe sobre a obrigatoriedade de leitor ótico para conferência de lançamento de consumo no âmbito dos estabelecimentos comerciais situados no Município de Juiz de Fora, e dá outras providências.;;Em Tramitação
;;;;;;;;;;
154;   ;2015;;Projeto de Lei;;Leo de Oliveira;;Institui a meia-entrada para professores da rede pública municipal de ensino em estabelecimentos que proporcionem lazer, cultura, esporte e entretenimento.;;Arquivada
;;;;;;;;;;
153;   ;2015;;Projeto de Lei;;Vagner de Oliveira;;Dispõe sobre concessão de Titulo Honorífico ao Sr. Armando Avolio Neto.;;Transformado em Norma Jurídica
;;;;;;;;;;
152;   ;2015;;Projeto de Lei;;Betão;;Institui a Política Municipal de Desenvolvimento Rural Sustentável da Agricultura Familiar.;;Arquivada
;;;;;;;;;;
151;   ;2015;;Projeto de Lei;;Leo de Oliveira;;Dispõe sobre a obrigatoriedade de os organizadores manterem Unidade de Tratamento Intensivo (UTI) móvel nos eventos privados em que haja grande concentração de pessoas, no âmbito do Município de Juiz de Fora.;;Arquivada
;;;;;;;;;;
150;   ;2015;;Projeto de Lei;;Chico Evangelista;;Institui a Política Social de cessão gratuita em estacionamentos, por tempo determinado, nos hospitais, centros de saúde, clínicas médicas e congêneres para atendimento de urgência e emergência.;;Arquivada
;;;;;;;;;;
149;   ;2015;;Projeto de Lei;;Oliveira Tresse;;"Dispõe sobre ""Concessão de Título de Cidadão Honorifico";;Transformado em Norma Jurídica
;;;;;;;;;;
148;   ;2015;;Projeto de Lei;;Zé Márcio;;"Institui a Semana Municipal de Incentivo a Doação de Medula Óssea""";;Transformado em Norma Jurídica
;;;;;;;;;;
147;   ;2015;;Projeto de Lei;;André Mariano;;Dispõe sobre a disponibilidade das Unidades de Pronto Atendimento - UPAs no Município de Juiz de Fora, a informar aos pacientes o tempo do atendimento.;;Arquivada
;;;;;;;;;;
146;   ;2015;;Projeto de Lei;;Leo de Oliveira;;Dispõe sobre a obrigatoriedade de as empresas prestadoras de serviços, vencedoras de certames licitatórios do Município de Juiz de Fora, contratarem mão de obra de pessoas domiciliadas no território do ente público mencionado.;;Arquivada
;;;;;;;;;;
145;   ;2015;;Projeto de Lei;;Pardal;;Institui o dia 22 de setembro como o Dia sem Carros.;;Transformado em Norma Jurídica
;;;;;;;;;;
144;   ;2015;;Projeto de Lei;;Rodrigo Mattos;;Dispõe sobre concessão de Titulo de Entidade Benemérita ao Serviço de Apoio às Micro e Pequenas Empresas de Minas Gerais - SEBRAE/ Regional Zona da Mata.;;Transformado em Norma Jurídica
;;;;;;;;;;
143;   ;2015;;Projeto de Lei;;Rodrigo Mattos;;Dispõe sobre concessão de Título de Cidadania Honorária ao Excelentíssimo Sr. Desembargador Dr. Pedro Carlos Bitencourt Marcondes.;;Transformado em Norma Jurídica
;;;;;;;;;;
142;   ;2015;;Projeto de Lei;;Cido Reis;;Dispõe sobre a obrigatoriedade do uso de letra de forma, datilografada ou informatizada, nas receitas medicas e odontológicas dentro do município de juiz de fora e da outras providencias.;;Arquivada
;;;;;;;;;;
141;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe sobre a concessão de Título de Entidade Benemérita.;;Transformado em Norma Jurídica
;;;;;;;;;;
140;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Dispõe sobre concessão de Título Cidadania Honorária;;Transformado em Norma Jurídica
;;;;;;;;;;
139;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Declara de Utilidade Pública Municipal a Entidade que menciona.;;Transformado em Norma Jurídica
;;;;;;;;;;
138;   ;2015;;Projeto de Lei;;Ana Rossignoli;;Dispõe sobre a obrigatoriedade de cobrança de meia-entrada em eventos culturais para pessoas com deficiência.;;Arquivada
;;;;;;;;;;
137;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe sobre denominação de Logradouro Público.;;Transformado em Norma Jurídica
;;;;;;;;;;
136;   ;2015;;Projeto de Lei;;Wanderson Castelar;;Dispõe sobre a inclusão no Calendário do Município;;Transformado em Norma Jurídica
;;;;;;;;;;
135;   ;2015;;Projeto de Lei;;Mesa Diretora - Biênio 2015/2016, Cido Reis, Zé Márcio, João do Joaninho, Nilton Militão, Rodrigo Mattos;;Dispõe sobre recomposição dos subsídios dos Vereadores fixados para a Legislatura 2013 a 2016.;;Arquivada
;;;;;;;;;;
134;   ;2015;;Projeto de Lei;;Mesa Diretora - Biênio 2015/2016, Cido Reis, Zé Márcio, João do Joaninho, Nilton Militão, Rodrigo Mattos;;Dispõe sobre recomposição de vencimentos e remunerações dos servidores efetivos e em comissão da Câmara Municipal de Juiz de Fora e os valores das gratificações legislativas.;;Transformado em Norma Jurídica
;;;;;;;;;;
133;   ;2015;;Projeto de Lei;;Oliveira Tresse;;Dispõe sobre Plano de Segurança para a Rodoviária de Juiz de Fora, com a instalação de detector de metais e aparelhos de raio X.;;Arquivada
;;;;;;;;;;
132;   ;2015;;Projeto de Lei;;João do Joaninho;;Declara de Utilidade Pública Municipal a entidade que menciona.;;Transformado em Norma Jurídica
;;;;;;;;;;
131;   ;2015;;Projeto de Lei;;Ana Rossignoli;;Regulamenta marcação de consulta para pessoas acima de 60 (sessenta) anos.;;Arquivada
;;;;;;;;;;
130;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe denominação de logradouro público.;;Transformado em Norma Jurídica
;;;;;;;;;;
129;   ;2015;;Projeto de Lei;;Oliveira Tresse;;"Dispõe ""sobre obrigatoriedade de farmácias e drogarias disponibilizar recipientes para armazenamento de medicamentos e perfumarias com prazo de validade vencido em descarte no município de Juiz Fora e dá outras providências.""";;Arquivada
;;;;;;;;;;
128;   ;2015;;Projeto de Lei;;Betão;;"Dispõe sobre a obrigatoriedade da instalação do ""Teto Verde"" nos locais que especifica, e dá outras providências.";;Arquivada
;;;;;;;;;;
127;   ;2015;;Projeto de Lei;;José Emanuel;;"""Assegura ao cônjuge/companheiro(a) do consumidor da prestadora de serviço público de água e esgoto (CESAMA) o direito de solicitar a inclusão de seu nome na fatura mensal de consumo"".";;Transformado em Norma Jurídica
;;;;;;;;;;
126;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe denominação de logradouro público a Rua Zilda Augusta Pereira Sobrinho, a atual Rua B, Bairro Barreira do Triunfo.";;Transformado em Norma Jurídica
;;;;;;;;;;
125;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe sobre denominação de logradouro público.;;Transformado em Norma Jurídica
;;;;;;;;;;
124;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe denominação de logradouro público a Rua Sebastião Luiz da Silva Junior, a atual Rua D no bairro Barreira do Triunfo"".";;Transformado em Norma Jurídica
;;;;;;;;;;
123;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe sobre denominação de logradouro público a Rua Sebastião Pedro da Silva, a atual Rua C, Bairro Barreira do Triunfo.";;Transformado em Norma Jurídica
;;;;;;;;;;
122;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe denominação de logradouro público a Rua Sebastião Rodrigues Neto, a atual Rua F, Bairro Barreira do Triunfo.";;Transformado em Norma Jurídica
;;;;;;;;;;
121;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe denominação de logradouro público a Rua Ismerita Barbosa Pires, a atual Rua E, Bairro Barreira do Triunfo.""";;Transformado em Norma Jurídica
;;;;;;;;;;
120;   ;2015;;Projeto de Lei;;Zé Márcio;;"""Dispõe denominação de logradouro público.""";;Transformado em Norma Jurídica
;;;;;;;;;;
119;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe denominação de logradouro público.;;Transformado em Norma Jurídica
;;;;;;;;;;
118;   ;2015;;Projeto de Lei;;Wanderson Castelar;;Dispõe sobre o uso do telefone para a 'AGENDA SAÚDE, prática de agendamento de consultas e demais serviços nas unidades do Sistema Único de Saúde do Município de Juiz de Fora, e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
117;   ;2015;;Projeto de Lei;;Chico Evangelista;;Dispõe sobre denominação de Logradouro Público;;Arquivada
;;;;;;;;;;
116;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Declara de Utilidade Pública Municipal a entidade que menciona;;Transformado em Norma Jurídica
;;;;;;;;;;
115;   ;2015;;Projeto de Lei;;Zé Márcio;;Dispõe sobre inclusão do Festival de Cinema de Juiz de Fora e Mercocidades - Primeiro Plano no Calendário Oficial do Município.;;Transformado em Norma Jurídica
;;;;;;;;;;
114;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe sobre concessão de Título Honorífico ao Ilustríssimo Senhor Mukaiber Miana.;;Transformado em Norma Jurídica
;;;;;;;;;;
113;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe sobre concessão de Título Honorífico;;Transformado em Norma Jurídica
;;;;;;;;;;
112;   ;2015;;Projeto de Lei;;Júlio Gasparette;;Altera denominação de Logradouro Público;;Arquivada
;;;;;;;;;;
111;   ;2015;;Projeto de Lei;;Leo de Oliveira;;Dispõe sobre concessão de Título de Cidadã Benemérita;;Transformado em Norma Jurídica
;;;;;;;;;;
110;   ;2015;;Projeto de Lei;;Dr. Antônio Aguiar;;Dispõe de denominação de Logradouro Público.;;Transformado em Norma Jurídica
;;;;;;;;;;
109;   ;2015;;Projeto de Lei;;Mesa Diretora - Biênio 2015/2016, Cido Reis, Zé Márcio, João do Joaninho, Nilton Militão, Rodrigo Mattos;;Altera a Lei nº 12.840, de 26 de setembro de 2013.;;Transformado em Norma Jurídica
;;;;;;;;;;
108;   ;2015;;Projeto de Lei;;José Emanuel;;Acrescenta Parágrafo único ao Art. 1° da Lei 11.770, de 26 de maio de 2009.;;Transformado em Norma Jurídica
;;;;;;;;;;
