Projeto;;Ano;;Tipo;;Autor;;Ementa;;Situação
11;   ;2015;;Projeto de Lei Complementar;;Zé Márcio;;Acrescenta 4°, ao artigo 21, da Lei 6.908, de 31 de maio de 1986.;;Transformado em Norma Jurídica
;;;;;;;;;;
10;   ;2015;;Projeto de Lei Complementar;;Dr. Fiorilo;;Acrescenta o art. 101-A e seu parágrafo único à Lei nº 11.197, de 03 de agosto de 2006, e dá outras providências.;;Arquivada
;;;;;;;;;;
9;   ;2015;;Projeto de Lei Complementar;;Zé Márcio;;Altera a Lei 9.228, de 02 de março de 1998.;;Transformado em Norma Jurídica
;;;;;;;;;;
8;   ;2015;;Projeto de Lei Complementar;;Cido Reis;;Altera a Lei nº 6910, de 31 de maio de 1986, classificando como ZR-2 Corredor (Zona Residencial — 2 — Corredor), as vias que menciona.;;Transformado em Norma Jurídica
;;;;;;;;;;
7;   ;2015;;Projeto de Lei Complementar;;Zé Márcio;;Dispõe sobre a análise dos projetos a ser feita pela Prefeitura de Juiz de Fora e dá outras providências.;;Transformado em Norma Jurídica
;;;;;;;;;;
6;   ;2015;;Projeto de Lei Complementar;;Zé Márcio;;Altera o artigo 41 da Lei 6910/86. alterado pela Lei Complementar 006/2013.;;Em Tramitação
;;;;;;;;;;
5;   ;2015;;Projeto de Lei Complementar;;Dr. Antônio Aguiar, Zé Márcio;;Dispõe sobre a relação de vaga de garagem por unidade autônoma.;;Transformado em Norma Jurídica
;;;;;;;;;;
4;   ;2015;;Projeto de Lei Complementar;;Pardal;;Dispõe sobre a alteração do inciso X do Art. 7° da Lei Complementar n° 06 de 27 de novembro de 2013;;Transformado em Norma Jurídica
;;;;;;;;;;
3;   ;2015;;Projeto de Lei Complementar;;Zé Márcio;;"""Cria normas para reutilização de água de chuva no Município de Juiz de Fora.""";;Transformado em Norma Jurídica
;;;;;;;;;;
2;   ;2015;;Projeto de Lei Complementar;;Zé Márcio;;Altera categoria de uso de loteamentos na região do Bairro Bom Pastor;;Em Tramitação
;;;;;;;;;;
1;   ;2015;;Projeto de Lei Complementar;;Zé Márcio;;Altera a Lei 6910/86 quanto à classificação de supermercados;;Transformado em Norma Jurídica
;;;;;;;;;;
13;   ;2014;;Projeto de Lei Complementar;;Júlio Gasparette;;Dispõe sobre a obrigatoriedade do Estudo de Impacto de Vizinhança - EIV e do Relatório de Impacto de Vizinhança - RIVI atendendo o disposto no arts. 36 e 37 do Estatuto das Cidades.;;Transformado em Norma Jurídica
;;;;;;;;;;
12;   ;2014;;Projeto de Lei Complementar;;Cido Reis;;Altera a Lei Municipal N° 6.910 de 31 de maio de 1986 e dá outras providências.;;Arquivada
;;;;;;;;;;
11;   ;2014;;Projeto de Lei Complementar;;Chico Evangelista;;Altera o zoneamento Residencial do Parque das Torres para Zoneamento Comercial.;;Transformado em Norma Jurídica
;;;;;;;;;;
10;   ;2014;;Projeto de Lei Complementar;;Chico Evangelista;;Institui a Política de Adoção de Praças Públicas e de Esportes e Áreas Verdes, seus objetivos e processos, suas espécies e limitações das responsabilidades e dos benefícios dos adotantes;;Transformado em Norma Jurídica
;;;;;;;;;;
9;   ;2014;;Projeto de Lei Complementar;;Zé Márcio;;Altera o §3° do artigo 1 ° da Lei nº 9.210, de 22 de janeiro de 1998, incluso pela Lei nº 11.822 de 08 de setembro de 2009 .;;Em Tramitação
;;;;;;;;;;
8;   ;2014;;Projeto de Lei Complementar;;Isauro Calais, Pardal, Rodrigo Mattos;;Altera o anexo 7 - categorias de uso do solo - da Lei n° 6910, de 31 de maio de 1986.;;Arquivada
;;;;;;;;;;
7;   ;2014;;Projeto de Lei Complementar;;Rodrigo Mattos;;Altera a Lei nº 6910, de 31 de maio de 1986, inserindo atividade que menciona no anexo 7.;;Transformado em Norma Jurídica
;;;;;;;;;;
5;   ;2014;;Projeto de Lei Complementar;;Zé Márcio;;Trata-se de modificação do uso do solo de uma parte do Loteamento Residencial Pinheiros.;;Arquivada
;;;;;;;;;;
4;   ;2014;;Projeto de Lei Complementar;;Zé Márcio;;Altera a lei 6910/86, autorizando acréscimo ou modificações nos hospitais existentes no município de Juiz de Fora.;;Transformado em Norma Jurídica
;;;;;;;;;;
3;   ;2014;;Projeto de Lei Complementar;;Pardal;;Dispõe sobre a alteração do inciso III do art. 48 da Lei 5.546 de 26 de dezembro de 1978.;;Arquivada
;;;;;;;;;;
2;   ;2014;;Projeto de Lei Complementar;;Rodrigo Mattos;;Altera a Lei nº 6910, de 31 de maio de 1986, permitindo a atividade de Estacionamento Privativo Comercial nas zonas residenciais 1, 2 e 3 ( ZR-1, ZR-2,e ZR-3).;;Arquivada
;;;;;;;;;;
1;   ;2014;;Projeto de Lei Complementar;;Betão;;Dispõe sobre alteração do artigo 223 da lei municipal 5710/1995.;;Arquivada
;;;;;;;;;;
5;   ;2013;;Projeto de Lei Complementar;;Dr. Antônio Aguiar;;Altera o Art. 1°. da Lei Municipal nº. 7668, de 27 de dezembro de 1989.;;Transformado em Norma Jurídica
;;;;;;;;;;
4;   ;2013;;Projeto de Lei Complementar;;Júlio Gasparette;;Altera a lei municipal nº 6909 de 31 de maio de 1986 e dá outras providências;;Transformado em Norma Jurídica
;;;;;;;;;;
2;   ;2013;;Projeto de Lei Complementar;;Júlio Gasparette;;Revoga a Lei nº 12.607, de 28 de junho de 2012, que dispõe sobre a incorporação que menciona.;;Transformado em Norma Jurídica
;;;;;;;;;;
1;   ;2013;;Projeto de Lei Complementar;;Zé Márcio;;Dispõe sobre loteamentos populares no município de Juiz de Fora.;;Em Tramitação
;;;;;;;;;;
