Projeto;;Ano;;Tipo;;Autor;;Ementa;;Situação
57;   ;2021;;Moção;;Marlon Siqueira;;Moção de Pesar pelo falecimento do Senhor Sebastião Alves Cústodio - Bom Cabelo.;;Aprovado
;;;;;;;;;;
56;   ;2021;;Moção;;Pardal;;MOÇÃO DE APLAUSO - Jornal Tribuna de Minas, em virtude da comemoração de seus 40 anos de existência.;;Aprovado
;;;;;;;;;;
55;   ;2021;;Moção;;Dr. Antônio Aguiar;;Moção de Pesar ao Dr. Carlos Alberto Bellei (Delegado Bellei) como era conhecido.;;Aprovado
;;;;;;;;;;
54;   ;2021;;Moção;;Dr. Antônio Aguiar;;Moção de Pesar pelo falecimento do Pastor da Igreja Cristã Maranata, Sr. ADILSON SOUZA.;;Aprovado
;;;;;;;;;;
53;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplausos para o Esporte Clube Benfica pela cessão de espaço para imunização dos idosos contra a Covid-19.;;Aprovado
;;;;;;;;;;
52;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplausos para o Sport Club Juiz de Fora pela cessão do espaço para imunização dos idosos contra a Covid-19.;;Aprovado
;;;;;;;;;;
51;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplausos para Universidade Federal de Juiz de Fora pela ação denominada Juntos contra a Covid-19 em parceria com a Prefeitura de Juiz de Fora para a imunização dos idosos.;;Aprovado
;;;;;;;;;;
50;   ;2021;;Moção;;Maurício Delgado, Sargento Mello Casal, Julinho Rossignoli, Tiago Bonecão;;Moção de Aplauso ao time de vôlei “JF Vôlei”, em comemoração e reconhecimento ao acesso à Superliga Masculina na data do dia 13 de abril de 2021.;;Aprovado
;;;;;;;;;;
49;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplauso para o renomado Pneumologista e Professor da Universidade Federal de Juiz de Fora, Dr. Júlio Abreu, pelo excelente serviço prestado a população, em especial durante toda pandemia da covid-19, além do seu ofício, com divulgação de informações online.;;Aprovado
;;;;;;;;;;
48;   ;2021;;Moção;;Bejani Júnior;;Moção Pesar - Moção pela qual  expressa o profundo pesar pelos mais de 1000(mil) mortos vítimas da Covid-19 no município de Juiz de Fora.;;Aprovado
;;;;;;;;;;
47;   ;2021;;Moção;;Sargento Mello Casal;;Moção de Pesar pelo falecimento do músico WELINGTON jOSÉ DA SILVA (ABEIA);;Aprovado
;;;;;;;;;;
46;   ;2021;;Moção;;Juraci Scheffer;;Moção de Aplauso em comemoração ao Cinquentenário de Fundação da Quarta Igreja Presbiteriana de Juiz de Fora, situada no Bairro São Mateus;;Aprovado
;;;;;;;;;;
45;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplausos para a CERVEJARIA SPARTACUS BREWING, pela conquista da medalha de prata em duas categorias: Other Strong Ale Or Lager e Juicy Or Hazy Índia Pale Ale, no Concurso Brasileiro de Cervejas - 2021 em Blumenau - Santa Catarina.;;Aprovado
;;;;;;;;;;
44;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplauso para a CERVEJARIA JACABIER, pela conquista da medalha de prata na categoria Classic English Style Pale Ale, no Concurso Brasileiro de Cervejas - 2021 em Blumenau - Santa Catarina.;;Aprovado
;;;;;;;;;;
43;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplauso para a CERVEJARIA ANTUÉRPIA, pela conquista das Medalhas de Ouro na categoria German Style Schwarzbier e Bronze nas Categorias Experimental Bier e Irish Style Red Ale, respectivamente no Concurso Brasileiro de Cervejas - 2021 em Blumenau - Santa Catarina.;;Aprovado
;;;;;;;;;;
