"","Projeto","...2","Ano","...4","Tipo","...6","Autor","...8","Ementa","...10","Situação"
"175",47,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a suspensão dos prazos de validade dos concursos públicos municipais durante o estado de calamidade pública reconhecido pelo decreto municipal n.° 13.920, de 07 de abril de 2020, causado pelo Covid-19.",NA,"Transformado em Norma Jurídica"
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",46,"   ",2020,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a obrigatoriedade de medição da temperatura corporal dos consumidores, para ingresso destes nos estabelecimentos privados de que menciona esta Lei, como forma de evitar a disseminação da pandemia do Coronavírus (Covid-19), no âmbito do Município de Juiz de Fora e dá outras providências.",NA,"Transformado em Norma Jurídica"
"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",45,"   ",2020,NA,"Projeto de Lei",NA,"André Mariano, Zé Márcio, Rodrigo Mattos",NA,"Dispõe sobre a destinação das doações financeiras arrecadadas através da modalidade Troco Solidário e/ou campanhas similares praticadas por estabelecimentos comerciais no âmbito do município de Juiz de Fora e dá outras providências.",NA,"Arquivada"
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",44,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Proíbe o corte de serviços essenciais por falta de pagamento nos dias que especifica e dá outras providências.",NA,"Transformado em Norma Jurídica"
"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",43,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui normas para dar transparência à publicidade dos atos da Administração Municipal e durante o período de vigência da situação de calamidade pública reconhecida pelo Decreto Municipal n. 13.920, de 07 de abril de 2020.",NA,"Arquivada"
"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",42,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Torna obrigatória a publicação, pelo Executivo municipal, de um boletim diário para prestação de contas relacionadas ao fato gerador de decretação de estado de emergência ou calamidade pública, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",41,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõem sobre obrigatoriedade dos supermercados, hipermercados, padarias, farmácias e demais estabelecimentos que exijam ao consumidor que se encaminhe ao Caixa para pagamento a adotarem medidas profiláticas contra a Covid-19.",NA,"Transformado em Norma Jurídica"
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",40,"   ",2020,NA,"Projeto de Lei",NA,"Zé Márcio, Júlio Obama Jr.",NA,"Dispõe sobre a transparência nas compras e contratos emergenciais firmados pelo Poder Executivo em razão da situação de calamidade decorrente da pandemia do Coronavírus - Covid-19.",NA,"Transformado em Norma Jurídica"
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",38,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre alteração no serviço de estacionamento rotativo pago do município de Juiz de Fora durante o período de Pandemia.",NA,"Arquivada"
"192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",37,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispões sobre regras para o funcionamento das agências bancárias e lotéricas no município de Juiz de Fora durante o período de situação de emergência em Saúde Pública reconhecido pelo Decreto Municipal n. ° 13.894, de 18 de março de 2020.",NA,"Arquivada"
"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",36,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a limitação de venda de álcool em gel 70% e máscaras descartáveis na forma que menciona, em razão da situação de calamidade decorrente da epidemia do coronavírus.",NA,"Arquivada"
"196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",35,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Autoriza o Poder Executivo a criar o Fundo Municipal de Combate ao Coronavírus — COVID -19.",NA,"Arquivada"
"198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",34,"   ",2020,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre o uso de máscaras de proteção como forma de evitar a disseminação da pandemia do Coronavírus (Covid-19), no âmbito do Município de Juiz de Fora e dá outras providências.",NA,"Em Tramitação"
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",33,"   ",2020,NA,"Projeto de Lei",NA,"Cido Reis",NA,"Obriga as empresas concessionárias do serviço de Transporte Coletivo do município de Juiz de Fora a instalar dispensadores de álcool em gel, abastecidos, no interior dos veículos desse serviço.",NA,"Transformado em Norma Jurídica"
"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",32,"   ",2020,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Fica obrigatório a existência de plano de evacuação em situações de risco em todos os estabelecimentos de ensino no âmbito do Município de Juiz de Fora.",NA,"Em Tramitação"
"204",31,"   ",2020,NA,"Projeto de Lei",NA,"João Coteca",NA,"Dispõe sobre concessão de Titulo de Cidadão Benemérito (Dr. Luiz Eduardo Barra Ailton)",NA,"Em Tramitação"
"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",30,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda",NA,"Dispõe sobre a redução proporcional das mensalidades dos estabelecimentos de ensino da rede privada do Município de Juiz de Fora, durante o período de suspensão das aulas em razão do plano municipal de contingência do Novo Coronavírus.",NA,"Transformado em Norma Jurídica"
"207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",29,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a vedação da interrupção da prestação do serviço público essencial de abastecimento de água e captação e tratamento de esgoto a toda população de Juiz de Fora e dá outras providências.",NA,"Arquivada"
"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",28,"   ",2020,NA,"Projeto de Lei",NA,"Rodrigo Mattos",NA,"Dispõe sobre a reserva de vagas de estacionamento e direito a fila preferencial para pessoas diagnosticadas com Fibromialgia, no âmbito do Município de Juiz de Fora e dá outras providências.",NA,"Arquivada"
"211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",27,"   ",2020,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a disponibilização de produtos antissépticos ou similares como complemento na higienização das mãos nos estabelecimentos que menciona, no âmbito do Município de Juiz de Fora, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",26,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Dr. Antônio Aguiar, Dr. Fiorilo",NA,"Altera a Lei n° 8.393 de 30 de dezembro de 1993, que Dispõe sobre a concessão de complementação salarial aos servidores públicos vinculados ao Sistema Único de Saúde - SUS - e dá outras providências.",NA,"Transformado em Norma Jurídica"
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",25,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de título honorífico. (Pedro Nava)",NA,"Em Tramitação"
"217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",24,"   ",2020,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre a concessão de Título de Cidadão Benemérito (Luiz Fernando Sirimarco)",NA,"Transformado em Norma Jurídica"
"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",23,"   ",2020,NA,"Projeto de Lei",NA,"João Coteca",NA,"Dispõe sobre Concessão de Titulo de Cidadão Honorário de Juiz de Fora (Dr. Cássio dos Santos Nunes)",NA,"Transformado em Norma Jurídica"
"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",22,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de título honorífico. (Paróquia de Nossa Senhora do Perpétuo Socorro)",NA,"Transformado em Norma Jurídica"
"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",21,"   ",2020,NA,"Projeto de Lei",NA,"André Mariano",NA,"Institui a Política Municipal de prevenção ao Suicídio.",NA,"Transformado em Norma Jurídica"
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",20,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre denominação de logradouros públicos. (Rua Sebastião Teodoro, Rua Walter Figueredo de Souza, Rua Professora Verônica Lucy Coutinho Lage e Rua Rosa de Fátima Dutra)",NA,"Transformado em Norma Jurídica"
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",19,"   ",2020,NA,"Projeto de Lei",NA,"Mesa Diretora - Biênio 2019/2020",NA,"Dispõe sobre a recomposição de vencimentos e remunerações dos servidores efetivos e em comissão da Câmara Municipal de Juiz de Fora, os valores das gratificações legislativas e dá outras providências.",NA,"Transformado em Norma Jurídica"
"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",18,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui a Semana Municipal Projeto Sobre Viver — Acolhimento de mulheres.",NA,"Transformado em Norma Jurídica"
"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",17,"   ",2020,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Declara de Utilidade Pública Municipal o Aeroclube de Juiz de Fora.",NA,"Em Tramitação"
"233",16,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Dispõe sobre a determinação de tempo máximo para atendimento ao público nas Agências de Atendimento Presencial das Empresas Concessionárias de Telefonia Móvel e Fixo no Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",15,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Dispõe sobre denominação de Logradouro Público. (Rua Raul Pedro Peters)",NA,"Transformado em Norma Jurídica"
"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",14,"   ",2020,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre o Disque Voluntário no Município de Juiz de Fora e dá outras providências.",NA,"Em Tramitação"
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",13,"   ",2020,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre concessão de Título Honorífico. (Carla Bastos Robaina)",NA,"Em Tramitação"
"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",12,"   ",2020,NA,"Projeto de Lei",NA,"João Coteca",NA,"Institui o Programa de Sustentabilidade Ambiental na Rede Municipal de Ensino e dá outras providências.",NA,"Transformado em Norma Jurídica"
"242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",11,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de título honorífico. (Fernando Haddad)",NA,"Arquivada"
"244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",10,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Institui o Dia Municipal do Samba.",NA,"Transformado em Norma Jurídica"
"246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",9,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre o Programa Municipal de Empregabilidade Trans e dá outras providências.",NA,"Arquivada"
"248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",8,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui política de transparência na cobrança do Imposto Sobre a Propriedade Predial e Territorial Urbana (IPTU) no Município de Juiz de Fora.",NA,"Arquivada"
"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",7,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre concessão de Título cidadão Benemérito. (Américo Ribeiro)",NA,"Arquivada"
"252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",6,"   ",2020,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a denominação do Centro de Referência Casa da Mulher.",NA,"Transformado em Norma Jurídica"
"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",5,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre denominação de Logradouro Público. (Geraldo Pereira)",NA,"Transformado em Norma Jurídica"
"256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",4,"   ",2020,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Declara de Utilidade Pública Municipal a entidade que menciona (Centro de Apoio e Tratamento Em Dependência Química CAT - DQ). (Centro de Apoio e Tratamento Em Dependência Química CAT - DQ)",NA,"Transformado em Norma Jurídica"
"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",3,"   ",2020,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Dispõe sobre a concessão de Título Honorífico. (Jefferson da Silva Januário - Negro Bússola)",NA,"Transformado em Norma Jurídica"
"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre concessão de Título Cidadão Benemérito. (CHARLLES THOMACELLI EVANGELISTA)",NA,"Transformado em Norma Jurídica"
"262",1,"2020",NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Institui no Município de Juiz de Fora Dia Municipal do Neuropsicopedagogo e dá outras providências.",NA,"Arquivada",NA
"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",253,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Institui a Campanha Educativa Permanente de Prevenção e Combate ao Mosquito Transmissor das Doenças Dengue, Zika, Chikungunya e Febre Amarela nas Escolas de Educação Infantil e de Ensino Fundamental da rede pública e privada de ensino localizadas no Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",252,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a implantação de ações preventivas à depressão em adolescentes nas escolas.",NA,"Transformado em Norma Jurídica"
"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",251,"   ",2019,NA,"Projeto de Lei",NA,"Pardal",NA,"Dispõe sobre concessão de Título de Cidadão Honorário. (Edésio Antônio Siqueira dos Santos)",NA,"Transformado em Norma Jurídica"
"269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",250,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a obrigatoriedade do envio de um funcionário bancário para a realização da prova de vida dos idosos maiores de 70 anos no Município de Juiz de Fora e dá outras providências.",NA,"Transformado em Norma Jurídica"
"271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",249,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Institui a proibição de venda de seringas e agulhas descartáveis a menores de 18 anos de idade no município de Juiz de Fora, especialmente nas farmácias e drogarias e dá outras providências.",NA,"Transformado em Norma Jurídica"
"273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",248,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a obrigatoriedade das agências bancárias instaladas no Município de Juiz de Fora de disponibilizar funcionário para o atendimento à idosos e de pessoas com deficiência (PcD) junto aos terminais de autoatendimento.",NA,"Transformado em Norma Jurídica"
"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",247,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Autoriza o Poder Executivo Municipal, a implantar o Programa Corujão da Saúde no âmbito do Município de Juiz de Fora.",NA,"Em Tramitação"
"277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",246,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Dispõe sobre a concessão de Título de Cidadania Honorária. (Fernando Antonio Agra Santos)",NA,"Transformado em Norma Jurídica"
"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",245,"   ",2019,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre a concessão de Título de Cidadão Benemérito. (Dr. Flávio de Almeida Oliveira Salles.)",NA,"Em Tramitação"
"281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",244,"   ",2019,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a concessão de prêmio à pessoa que comunicar às autoridades competentes a prática de crime contra a administração pública do Município de Juiz de Fora de que resulte o efetivo ressarcimento de valores ao erário.",NA,"Em Tramitação"
"283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",243,"   ",2019,NA,"Projeto de Lei",NA,"Vagner de Oliveira, Kennedy Ribeiro",NA,"Acrescenta dispositivo na Lei n° 13.933, de 26 de setembro de 2019.",NA,"Em Tramitação"
"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",242,"   ",2019,NA,"Projeto de Lei",NA,"Vagner de Oliveira, Kennedy Ribeiro",NA,"Acrescenta dispositivo na Lei n° 13.934, de 26 de setembro de 2019.",NA,"Em Tramitação"
"287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",241,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Determina a fixação de placa nos Tabelionatos de Notas e nos Ofícios de Registro de Imóveis visando dar ciência ao público do direito de pleitear, em determinadas hipóteses, a isenção parcial do valor dos Emolumentos.",NA,"Transformado em Norma Jurídica"
"289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",240,"   ",2019,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Declara de Utilidade Pública Municipal a entidade que menciona.",NA,"Transformado em Norma Jurídica"
"291",239,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Institui o Programa Tempo de Despertar que dispõe sobre a reflexão, conscientização e responsabilização dos autores de violência doméstica e grupos reflexivos de homens, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",238,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Kennedy Ribeiro, Juraci Scheffer",NA,"Acrescenta os seguintes parágrafos ao art. 1° e revoga dispositivos da Lei 11.499, de 18 de dezembro de 2007, que concede isenção do Imposto Sobre Serviços de Qualquer Natureza (ISSQN) aos contribuintes autônomos com idade igual ou superior a sessenta e cinco anos.",NA,"Transformado em Norma Jurídica"
"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",237,"   ",2019,NA,"Projeto de Lei",NA,"Rodrigo Mattos",NA,"Dispõe sobre a concessão de Título de Cidadão Benemérito (Sr. Rodrigo Limp Nascimento)",NA,"Transformado em Norma Jurídica"
"296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",236,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Institui no Município de Juiz de Fora a Semana Municipal Prevenção da Depressão criando Dia Municipal de Prevenção da Depressão, e dá outras providências.",NA,"Arquivada"
"298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",235,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Torna obrigatório o uso de equipamento de proteção individual para coveiro e auxiliar e dá outras providências.",NA,"Arquivada"
"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",234,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Institui o Dia Municipal do saxofonista.",NA,"Transformado em Norma Jurídica"
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",233,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre os serviços de Day Care e Hospedagem de animais domésticos no município de Juiz de Fora e dá outras providências.",NA,"Transformado em Norma Jurídica"
"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",232,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Torna obrigatória a disponibilização de sanitários nos estabelecimentos bancários aos seus clientes e dá outras providências.",NA,"Transformado em Norma Jurídica"
"306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",231,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Ana Rossignoli, André Mariano, Dr. Antônio Aguiar, Cido Reis, Sargento Mello Casal, Vagner de Oliveira, Dr. Fiorilo, Zé Márcio, João Coteca, Kennedy Ribeiro, Juraci Scheffer, Júlio Obama Jr., Pardal, Marlon Siqueira, Nilton Militão, Rodrigo Mattos, Wagner do Sindicato, Wanderson Castelar",NA,"Dispõe sobre denominação de próprio municipal. (Complexo Esportivo Moacyr Toledo)",NA,"Transformado em Norma Jurídica"
"308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",230,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a Concessão de Título Benemérito. (Ana Lívia de Souza Coimbra)",NA,"Transformado em Norma Jurídica"
"310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",229,"   ",2019,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Institui, no âmbito do Município de Juiz de Fora, o Programa Banco de Ração para Animais e dá outras providências.",NA,"Em Tramitação"
"312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",228,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Torna obrigatório assento acessível para pessoa com obesidade nos casos em que menciona.",NA,"Transformado em Norma Jurídica"
"314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",227,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Dispõe sobre denominação de Logradouro Público. (Ponte Dr. Hélio Américo Mendes)",NA,"Transformado em Norma Jurídica"
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",226,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de título honorífico. (Wesley Moraes Ferreira da Silva)",NA,"Transformado em Norma Jurídica"
"318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",225,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a Concessão de Título Benemérito (Padre Antônio Eduardo Dias da Silva)",NA,"Transformado em Norma Jurídica"
"320",224,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a divulgação em estabelecimentos comerciais e em locais onde animais são mantidos, do crime e das penas relativas à prática de ato de abuso e maus tratos de animais silvestres, domésticos ou domesticados, nativos ou exóticos no âmbito do Município de Juiz de Fora e dá outras providências.",NA,"Transformado em Norma Jurídica"
"321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",223,"   ",2019,NA,"Projeto de Lei",NA,"André Mariano",NA,"Institui a gratuidade em estacionamentos por um período de 60 minutos, nos hospitais, centros de saúde, clínicas médicas, para líderes religiosos, capelães e congêneres, em atendimento religioso.",NA,"Arquivada"
"323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",222,"   ",2019,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Dispõe sobre Denominação de Logradouro Público (Rua José Jenevain - Zé Cuca)",NA,"Transformado em Norma Jurídica"
"325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",221,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre o transporte sanitário de pacientes com câncer e doença renal crônica no Município de Juiz de Fora.",NA,"Arquivada"
"327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",220,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli, Vagner de Oliveira, João Coteca, Kennedy Ribeiro, Juraci Scheffer",NA,"Acrescenta dispositivo na Lei n° 11.701, de 18 de novembro de 2008.",NA,"Em Tramitação"
"329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",219,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui a Semana Outubro Rosa nas Unidades Básicas de Saúde de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",218,"   ",2019,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a concessão de Título Honorífico. (Robson Paiva Zanola)",NA,"Transformado em Norma Jurídica"
"333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",217,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Dispõe sobre a concessão de Título Honorífico. (Serviço de Cirurgia Plástica do Hospital Universitário da UFJF)",NA,"Transformado em Norma Jurídica"
"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",216,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli, Vagner de Oliveira, João Coteca, Kennedy Ribeiro, Juraci Scheffer",NA,"Institui a Campanha de Proteção às finanças da Pessoa Idosa.",NA,"Em Tramitação"
"337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",215,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Institui o projeto Horta nas Escolas, no âmbito do Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",214,"   ",2019,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Institui no calendário oficial do Município de Juiz de Fora Dia de Combate a intolerância ideológica.",NA,"Em Tramitação"
"341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",213,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Declara de Utilidade Pública Municipal a entidade que menciona (Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira). (Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira)",NA,"Transformado em Norma Jurídica"
"343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",212,"   ",2019,NA,"Projeto de Lei",NA,"Pardal",NA,"Dispõe sobre a denominação de logradouro público (João Baptista de Oliveira e Yara Ayupe Corrêa de Oliveira)",NA,"Transformado em Norma Jurídica"
"345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",211,"   ",2019,NA,"Projeto de Lei",NA,"Cido Reis",NA,"Dispõe sobre denominação de Logradouro Público. (Travessa Francisco Paula de Oliveira Sobrinho)",NA,"Transformado em Norma Jurídica"
"347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",210,"   ",2019,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Dispõe sobre denominação de Logradouro Público (Adilson da Cruz)",NA,"Transformado em Norma Jurídica"
