"","Projeto","...2","Ano","...4","Tipo","...6","Autor","...8","Ementa","...10","Situação"
"730",12,"   ",2019,NA,"Projeto de Lei",NA,"André Mariano",NA,"Dispõe sobre concessão de Título de Cidadão Honorário (Delegada Ione Maria Moreira Dias Barbosa).",NA,"Transformado em Norma Jurídica"
"731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",11,"   ",2019,NA,"Projeto de Lei",NA,"Charlles Evangelista, Júlio Obama Jr., Delegada Sheila",NA,"Dispõe sobre concessão de Título Entidade Benemérita (10º Batalhão de Infantaria Leve).",NA,"Transformado em Norma Jurídica"
"733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",10,"   ",2019,NA,"Projeto de Lei",NA,"Betão",NA,"Dispõe sobre a concessão de Título Honorífico (Humberto Nicoline).",NA,"Transformado em Norma Jurídica"
"735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",9,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Institui no âmbito do Município de Juiz de Fora e inclui no calendário oficial, o mês denominado Dezembro Verde, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",8,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a reserva de vagas para as mulheres vítimas de violência doméstica na aquisição de imóveis oriundos dos programas habitacionais do Munícipio de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",7,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Institui o Dia Municipal das Religiões dos Povos Tradicionais de Matriz Africana.",NA,"Transformado em Norma Jurídica"
"741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",6,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Proíbe o manuseio, a utilização, a queima e a soltura de fogos de estampidos e de artifícios, assim como de quaisquer artefatos pirotécnicos de efeito sonoro ruidoso no âmbito do Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",5,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Institui o programa Escola Livre no Município de Juiz de Fora.",NA,"Arquivada"
"745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",4,"   ",2019,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Dispõe sobre o estudo da Constituição em Miúdos nas escolas da rede pública municipal de ensino.",NA,"Arquivada"
"747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",3,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Institui o Dia Municipal do Ecumenismo.",NA,"Transformado em Norma Jurídica"
"749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",2,"   ",2019,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre denominação de logradouros públicos (Rua Dalva Esteves de Oliveira, Rua Marcelo Alex Passos, Rua Eron Aylton de Mattos Rossignoli, Rua José Lúcio Pinto Menezes).",NA,"Transformado em Norma Jurídica"
"751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",1,"   ",2019,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre concessão de Título Honorífico. (Custódio Antônio de Mattos)",NA,"Transformado em Norma Jurídica"
"753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",179,"   ",2018,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre concessão de Título Honorífico (Agostinho Célio Andrade Patrus).",NA,"Transformado em Norma Jurídica"
"755",178,"   ",2018,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre denominação de logradouro público (Rua Antônio Freguglia - Sr. Nico)",NA,"Transformado em Norma Jurídica"
"756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",176,"   ",2018,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro Público. (Rua Coronel Carlos Sérgio Vidal Barra)",NA,"Transformado em Norma Jurídica"
"758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",175,"   ",2018,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de título honorífico (Sociedade Euterpe do Bairro Monte Castelo).",NA,"Transformado em Norma Jurídica"
"760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",174,"   ",2018,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de título honorífico (Padre Luciano Bonato).",NA,"Transformado em Norma Jurídica"
"762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",173,"   ",2018,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Declara de Utilidade Pública Municipal a entidade que menciona.",NA,"Transformado em Norma Jurídica"
"764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",172,"   ",2018,NA,"Projeto de Lei",NA,"Cido Reis",NA,"Declara de Utilidade Pública, para fins de Tombamento como Patrimônio Cultural e Imaterial da cidade, a Linguiça Artesanal Fabricada em Açougues e Indústrias com registro na Prefeitura de Juiz de Fora.",NA,"Em Tramitação"
"766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",171,"   ",2018,NA,"Projeto de Lei",NA,"Delegada Sheila",NA,"Dispõe sobre a realização de festas e outros eventos no Município de Juiz de Fora, institui medidas de combate à poluição sonora e à perturbação da ordem e do sossego e dá outras providências.",NA,"Arquivada"
"768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",170,"   ",2018,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar, Rodrigo Mattos",NA,"Dispõe sobre o Programa de Certificação Sustentável em edificações no Município de Juiz de Fora, denominado JF IPTU VERDE e dá outras providências.",NA,"Transformado em Norma Jurídica"
"770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",169,"   ",2018,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui no calendário oficial do município de Juiz de Fora o Festival da Música Evangélica e dá outras providências.",NA,"Transformado em Norma Jurídica"
"772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",168,"   ",2018,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui, no Calendário Oficial da Cidade de Juiz de Fora, o Dia do Músico Evangélico, a ser comemorado anualmente no dia 22 de novembro, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",167,"   ",2018,NA,"Projeto de Lei",NA,"Charlles Evangelista",NA,"Dispõe sobre denominação de Logradouro Público (Rua Romeu Dalamura)",NA,"Transformado em Norma Jurídica"
"776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",166,"   ",2018,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre concessão de Título Honorífico. (Molas Victor)",NA,"Transformado em Norma Jurídica"
"778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",165,"   ",2018,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre concessão de Título Honorífico. (Elaine Maria Silva Barbosa)",NA,"Transformado em Norma Jurídica"
"780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",164,"   ",2018,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre o atendimento especializado para as pessoas com Dislexia nos concursos públicos realizados no Município, e dá outras providências.",NA,"Em Tramitação"
"782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",163,"   ",2018,NA,"Projeto de Lei",NA,"Cido Reis",NA,"Dispõe sobre a disponibilização de soro antiofídico e demais imunobiológicos na unidade de Pronto Atendimento de Urgência e Emergência do Município de Juiz de Fora e dá outras providências.",NA,"Em Tramitação"
"784",162,"   ",2018,NA,"Projeto de Lei",NA,"Betão",NA,"Dispõe sobre a Concessão de Título Honorífico (Otávio Augusto Pinto de Moura).",NA,"Transformado em Norma Jurídica"
"785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",161,"   ",2018,NA,"Projeto de Lei",NA,"Delegada Sheila",NA,"Dispõe sobre concessão de Título Honorífico (Elisabeth Batista de Castro).",NA,"Transformado em Norma Jurídica"
"787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",160,"   ",2018,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre concessão de Título Benemérito (Leonardo Santana da Silva)",NA,"Transformado em Norma Jurídica"
"789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",159,"   ",2018,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre a venda de animais domésticos no Município de Juiz de Fora.",NA,"Em Tramitação"
"791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",158,"   ",2018,NA,"Projeto de Lei",NA,"Betão",NA,"Dispõe sobre a Concessão de Título Honorífico (Mário Tarcitano).",NA,"Transformado em Norma Jurídica"
"793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",157,"   ",2018,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre concessão de Título Honorífico (Geraldo Magela de Barros Mendes Filho).",NA,"Transformado em Norma Jurídica"
"795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",156,"   ",2018,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre concessão de Título Honorífico (Edson Lima Campos).",NA,"Transformado em Norma Jurídica"
"797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",155,"   ",2018,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de Título Honoriiico (Martvs Antônio Alves das Chagas)",NA,"Transformado em Norma Jurídica"
"799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",154,"   ",2018,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de logradouro público (Rua João Freguglia)",NA,"Transformado em Norma Jurídica"
"801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",153,"   ",2018,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de logradouro público (Rua Edson José de Paula Besouro).",NA,"Transformado em Norma Jurídica"
"803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",152,"   ",2018,NA,"Projeto de Lei",NA,"Pardal",NA,"Dispõe sobre concessão de Título de Cidadão Benemérito (Rodolpho Mokdeci Salgado)",NA,"Transformado em Norma Jurídica"
"805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",151,"   ",2018,NA,"Projeto de Lei",NA,"Pardal",NA,"Declara de Utilidade Pública Municipal a entidade que menciona. (EVOLUIR/JF)",NA,"Transformado em Norma Jurídica"
"807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",150,"   ",2018,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda",NA,"Dispõe sobre concessão de Título Honorífico (Carlos Alberto Dias Viana)",NA,"Transformado em Norma Jurídica"
"809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",149,"   ",2018,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre concessão de Título Honorífico. (Gedelti Victalino Teixeira Gueiros)",NA,"Transformado em Norma Jurídica"
"811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",148,"   ",2018,NA,"Projeto de Lei",NA,"Charlles Evangelista, Delegada Sheila",NA,"Dispõe sobre concessão de Título Honorífico ao Deputado Federal Jair Messias Bolsonaro.",NA,"Transformado em Norma Jurídica"
"813",147,"   ",2018,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre concessão de Título Honorário (Ailton dos Santos Ferraz).",NA,"Transformado em Norma Jurídica"
"814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",146,"   ",2018,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre denominação de logradouros públicos (Travessa Darcy Mendes Costa - Senhor Dada).",NA,"Transformado em Norma Jurídica"
"816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",145,"   ",2018,NA,"Projeto de Lei",NA,"Charlles Evangelista",NA,"Dispõe sobre concessão de Título Honorífico (Doutor Dárcio Lopardi Mendes)",NA,"Transformado em Norma Jurídica"
"818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",144,"   ",2018,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a utilização do tempo de duração restante em setores de quaisquer regiões, pelos usuários do estacionamento rotativo pago nas vias públicas do Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",143,"   ",2018,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"""Dispõe sobre a denominação de logradouro público (Rua Vereador Wilson Sales Portilho)""",NA,"Transformado em Norma Jurídica"
"822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",142,"   ",2018,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público. (Rua Geraldo Henrique Alves)",NA,"Transformado em Norma Jurídica"
"824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",141,"   ",2018,NA,"Projeto de Lei",NA,"André Mariano",NA,"Institui o Dia de Ação de Graças no Calendário Oficial no Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",140,"   ",2018,NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Dispõe sobre a obrigatoriedade do Município de Juiz de Fora de fornecer os medicamentos na rede pública de saúde aos pacientes que apresentem receitas prescritas por médicos particulares, conveniados ou cooperados a planos de saúde, mesmo que não atendidos pelo SUS, e dá outras providências.",NA,"Arquivada"
"828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",139,"   ",2018,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a obrigatoriedade dos estabelecimentos comerciais que servem bebidas alcoólicas de afixar em cardápios os números de telefones das rádios táxis e ponto de táxi mais próximo ao estabelecimento.",NA,"Arquivada"
"830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",138,"   ",2018,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Dispõe sobre denominação de logradouro público. (Rua João da Cruz Carvalho)",NA,"Transformado em Norma Jurídica"
"832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",137,"   ",2018,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Institui o incentivo a adoção de animais entre os servidores públicos municipais da administração direta, das autarquias, das fundações públicas e das empresas públicas do Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",136,"   ",2018,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"""Altera o caput do art. 1º da Lei 9520, de 14 de junho de 1999"".",NA,"Transformado em Norma Jurídica"
"836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",135,"   ",2018,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"""Dispõe sobre denominação de logradouro Público"" (Rua Patrícia Aparecida Xavier de Souza).",NA,"Transformado em Norma Jurídica"
"838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",134,"   ",2018,NA,"Projeto de Lei",NA,"Delegada Sheila",NA,"Institui o Programa Motos pela Vida no Serviço de Atendimento Móvel de Urgência (SAMU) e dá outras providências.",NA,"Arquivada"
"840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",133,"   ",2018,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de logradouro público (Rua dos Freguglias e Rua Maria Freguglia da Silva)",NA,"Transformado em Norma Jurídica"
